Sistema, Dia, Hora, Eolica, Fotovoltaica,  Biomasa, Carboelectrica, Ciclo Combinado, Combustion Interna, Geotermoelectrica, Hidroelectrica, Nucleoelectrica, Termica Convencional, Turbo Gas
SEN,29/5/2020,12," 1,129 "," 4,462 ", 15 ," 1,410 "," 20,695 ", 216 , 547 ," 2,984 "," 1,339 "," 2,353 "," 1,708 "
SEN,29/5/2020,13," 1,282 "," 4,219 ", 12 ," 1,664 "," 20,892 ", 216 , 546 ," 3,159 "," 1,338 "," 2,389 "," 1,702 "
SEN,29/5/2020,14," 1,382 "," 4,023 ", 14 ," 1,909 "," 21,217 ", 217 , 545 ," 3,449 "," 1,337 "," 2,445 "," 1,712 "
SEN,29/5/2020,15," 1,880 "," 3,698 ", 14 ," 2,032 "," 21,168 ", 252 , 546 ," 3,510 "," 1,335 "," 2,482 "," 1,749 "
SEN,29/5/2020,16," 1,983 "," 3,630 ", 15 ," 2,157 "," 20,939 ", 319 , 544 ," 3,333 "," 1,335 "," 2,528 "," 1,777 "
SEN,29/5/2020,17," 1,923 "," 3,251 ", 14 ," 2,089 "," 20,811 ", 334 , 544 ," 3,567 "," 1,335 "," 2,606 "," 1,966 "
SEN,29/5/2020,18," 1,535 "," 2,770 ", 9 ," 2,023 "," 20,819 ", 339 , 544 ," 3,821 "," 1,335 "," 2,639 "," 2,014 "
SEN,29/5/2020,19," 1,639 "," 2,670 ", 12 ," 1,823 "," 20,769 ", 340 , 543 ," 2,883 "," 1,336 "," 2,660 "," 1,992 "
SEN,29/5/2020,20," 2,219 "," 1,416 ", 13 ," 1,491 "," 21,110 ", 336 , 545 ," 2,775 "," 1,337 "," 2,832 "," 2,053 "
SEN,29/5/2020,21," 2,258 ", 288 , 14 ," 1,414 "," 21,359 ", 334 , 546 ," 4,580 "," 1,337 "," 2,871 "," 2,092 "
SEN,29/5/2020,22," 1,890 ", 3 , 12 ," 1,413 "," 22,105 ", 334 , 549 ," 6,228 "," 1,338 "," 2,646 "," 1,921 "
SEN,29/5/2020,23," 1,702 ", 0 , 16 ," 1,414 "," 21,595 ", 329 , 549 ," 6,744 "," 1,338 "," 2,447 "," 1,926 "
SEN,29/5/2020,24," 1,715 ", 0 , 14 ," 1,416 "," 20,905 ", 336 , 548 ," 6,503 "," 1,338 "," 2,441 "," 1,881 "
SEN,30/5/2020,1," 1,619 ", 0 , 12 ," 1,368 "," 20,914 ", 339 , 551 ," 5,335 "," 1,338 "," 2,298 "," 1,793 "
SEN,30/5/2020,2," 1,471 ", 0 , 13 ," 1,255 "," 21,489 ", 330 , 552 ," 3,673 "," 1,338 "," 2,229 "," 1,641 "
SEN,30/5/2020,3," 1,520 ", 0 , 12 ," 1,254 "," 21,716 ", 323 , 556 ," 2,706 "," 1,338 "," 1,992 "," 1,579 "
SEN,30/5/2020,4," 1,259 ", 0 , 12 ," 1,259 "," 21,676 ", 324 , 557 ," 2,548 "," 1,338 "," 1,767 "," 1,510 "
SEN,30/5/2020,5," 1,411 ", -   , 13 ," 1,251 "," 21,870 ", 323 , 559 ," 1,738 "," 1,339 "," 1,722 "," 1,507 "
SEN,30/5/2020,6," 1,805 ", 0 , 13 ," 1,253 "," 21,645 ", 326 , 560 ," 1,324 "," 1,339 "," 1,777 "," 1,510 "
SEN,30/5/2020,7," 1,717 ", 13 , 10 ," 1,256 "," 21,289 ", 328 , 560 ," 1,717 "," 1,340 "," 1,785 "," 1,509 "
SEN,30/5/2020,8," 1,628 ", 381 , 12 ," 1,255 "," 20,679 ", 284 , 558 ," 1,738 "," 1,340 "," 1,746 "," 1,510 "
SEN,30/5/2020,9," 1,695 "," 2,023 ", 13 ," 1,253 "," 20,195 ", 222 , 557 ," 1,485 "," 1,341 "," 1,778 "," 1,695 "
SEN,30/5/2020,10," 1,870 "," 3,317 ", 15 ," 1,254 "," 19,771 ", 212 , 554 ," 1,240 "," 1,341 "," 1,852 "," 1,726 "
SEN,30/5/2020,11," 2,048 "," 3,778 ", 18 ," 1,255 "," 19,604 ", 210 , 552 ," 1,295 "," 1,341 "," 1,878 "," 1,738 "
SEN,30/5/2020,12," 2,291 "," 3,996 ", 15 ," 1,253 "," 19,571 ", 210 , 551 ," 1,437 "," 1,340 "," 1,889 "," 1,773 "
SEN,30/5/2020,13," 2,521 "," 4,051 ", 16 ," 1,253 "," 19,506 ", 211 , 551 ," 1,535 "," 1,340 "," 1,927 "," 1,783 "
SEN,30/5/2020,14," 2,507 "," 3,942 ", 19 ," 1,254 "," 19,719 ", 213 , 551 ," 1,828 "," 1,340 "," 1,905 "," 1,775 "
SEN,30/5/2020,15," 2,103 "," 3,404 ", 14 ," 1,249 "," 20,159 ", 218 , 550 ," 2,120 "," 1,339 "," 1,945 "," 1,795 "
SEN,30/5/2020,16," 2,460 "," 3,564 ", 14 ," 1,247 "," 20,462 ", 218 , 549 ," 1,420 "," 1,339 "," 2,060 "," 1,801 "
SEN,30/5/2020,17," 2,779 "," 3,305 ", 14 ," 1,236 "," 19,903 ", 224 , 550 ," 2,023 "," 1,339 "," 2,055 "," 1,782 "
SEN,30/5/2020,18," 2,996 "," 3,003 ", 12 ," 1,244 "," 19,457 ", 226 , 549 ," 2,312 "," 1,338 "," 2,107 "," 1,783 "
SEN,30/5/2020,19," 2,749 "," 2,143 ", 11 ," 1,248 "," 19,410 ", 236 , 552 ," 3,110 "," 1,338 "," 2,099 "," 1,800 "
SEN,30/5/2020,20," 2,379 "," 1,364 ", 11 ," 1,246 "," 20,079 ", 269 , 554 ," 3,594 "," 1,339 "," 2,092 "," 1,800 "
SEN,30/5/2020,21," 2,114 ", 306 , 12 ," 1,247 "," 20,959 ", 346 , 554 ," 5,332 "," 1,339 "," 2,163 "," 1,792 "
SEN,30/5/2020,22," 1,958 ", 3 , 11 ," 1,249 "," 21,024 ", 337 , 555 ," 6,801 "," 1,340 "," 2,158 "," 1,596 "
SEN,30/5/2020,23," 2,079 ", -   , 9 ," 1,250 "," 20,807 ", 338 , 556 ," 6,130 "," 1,340 "," 2,154 "," 1,602 "
SEN,30/5/2020,24," 2,181 ", -   , 9 ," 1,250 "," 20,452 ", 340 , 555 ," 5,012 "," 1,341 "," 2,153 "," 1,572 "
SEN,31/5/2020,1," 1,948 ", -   , 10 ," 1,251 "," 20,340 ", 334 , 554 ," 3,869 "," 1,341 "," 2,098 "," 1,375 "
SEN,31/5/2020,2," 1,968 ", -   , 10 ," 1,251 "," 20,054 ", 326 , 556 ," 2,978 "," 1,341 "," 2,040 "," 1,352 "
SEN,31/5/2020,3," 1,754 ", -   , 11 ," 1,250 "," 19,992 ", 230 , 557 ," 2,343 "," 1,341 "," 2,035 "," 1,350 "
SEN,31/5/2020,4," 1,619 ", -   , 9 ," 1,248 "," 19,704 ", 219 , 558 ," 1,779 "," 1,341 "," 2,023 "," 1,347 "
SEN,31/5/2020,5," 1,523 ", -   , 8 ," 1,249 "," 19,805 ", 223 , 558 ," 1,328 "," 1,341 "," 2,027 "," 1,335 "
SEN,31/5/2020,6," 1,546 ", 0 , 9 ," 1,250 "," 19,384 ", 222 , 557 ," 1,418 "," 1,341 "," 1,918 "," 1,334 "
SEN,31/5/2020,7," 1,579 ", 10 , 9 ," 1,248 "," 18,835 ", 218 , 558 ," 1,452 "," 1,341 "," 1,904 "," 1,330 "
SEN,31/5/2020,8," 1,585 ", 370 , 11 ," 1,248 "," 17,875 ", 217 , 557 ," 1,216 "," 1,341 "," 1,839 "," 1,325 "
SEN,31/5/2020,9," 1,563 "," 2,020 ", 12 ," 1,247 "," 17,012 ", 211 , 556 , 792 ," 1,341 "," 1,826 "," 1,328 "
SEN,31/5/2020,10," 1,802 "," 3,493 ", 13 ," 1,248 "," 15,951 ", 206 , 554 , 790 ," 1,341 "," 1,830 "," 1,318 "
SEN,31/5/2020,11," 2,080 "," 4,051 ", 8 ," 1,249 "," 15,920 ", 202 , 553 , 930 ," 1,341 "," 1,766 "," 1,315 "
SEN,31/5/2020,12," 2,255 "," 4,252 ", 12 ," 1,246 "," 16,024 ", 198 , 552 ," 1,041 "," 1,341 "," 1,752 "," 1,312 "
SEN,31/5/2020,13," 2,351 "," 4,268 ", 11 ," 1,245 "," 16,501 ", 200 , 551 ," 1,020 "," 1,340 "," 1,755 "," 1,304 "
SEN,31/5/2020,14," 2,431 "," 3,996 ", 10 ," 1,246 "," 17,424 ", 204 , 550 ," 1,129 "," 1,339 "," 1,670 "," 1,301 "
SEN,31/5/2020,15," 2,497 "," 3,802 ", 9 ," 1,244 "," 17,813 ", 198 , 549 ," 1,288 "," 1,339 "," 1,646 "," 1,306 "
SEN,31/5/2020,16," 2,576 "," 3,626 ", 13 ," 1,243 "," 18,395 ", 211 , 548 ," 1,292 "," 1,339 "," 1,651 "," 1,299 "
SEN,31/5/2020,17," 2,565 "," 3,360 ", 9 ," 1,247 "," 18,749 ", 215 , 551 ," 1,387 "," 1,338 "," 1,682 "," 1,301 "
SEN,31/5/2020,18," 2,503 "," 2,900 ", 10 ," 1,299 "," 19,149 ", 220 , 551 ," 1,506 "," 1,338 "," 1,989 "," 1,239 "
SEN,31/5/2020,19," 2,129 "," 2,648 ", 6 ," 1,555 "," 19,283 ", 220 , 554 ," 1,291 "," 1,337 "," 2,267 "," 1,282 "
SEN,31/5/2020,20," 2,210 "," 1,625 ", 9 ," 1,858 "," 19,425 ", 227 , 555 ," 1,798 "," 1,337 "," 2,544 "," 1,297 "
SEN,31/5/2020,21," 2,320 ", 307 , 6 ," 1,863 "," 20,090 ", 268 , 554 ," 3,857 "," 1,338 "," 2,624 "," 1,316 "
SEN,31/5/2020,22," 2,323 ", 4 , 7 ," 1,802 "," 20,617 ", 332 , 554 ," 5,033 "," 1,338 "," 2,615 "," 1,337 "
SEN,31/5/2020,23," 2,072 ", -   , 5 ," 1,283 "," 20,389 ", 339 , 556 ," 5,705 "," 1,338 "," 2,414 "," 1,331 "
SEN,31/5/2020,24," 1,819 ", -   , 9 ," 1,246 "," 20,153 ", 339 , 555 ," 5,072 "," 1,339 "," 2,414 "," 1,315 "
SEN,1/6/2020,1," 1,543 ", -   , 12 ," 1,248 "," 19,905 ", 283 , 553 ," 3,874 "," 1,339 "," 2,362 "," 1,405 "
SEN,1/6/2020,2," 1,533 ", -   , 11 ," 1,249 "," 20,039 ", 278 , 553 ," 2,736 "," 1,340 "," 2,056 "," 1,473 "
SEN,1/6/2020,3," 1,151 ", -   , 10 ," 1,249 "," 20,113 ", 221 , 545 ," 2,260 "," 1,341 "," 1,950 "," 1,461 "
SEN,1/6/2020,4," 1,139 ", -   , 12 ," 1,250 "," 19,876 ", 224 , 520 ," 1,823 "," 1,341 "," 1,957 "," 1,437 "
SEN,1/6/2020,5," 1,085 ", -   , 11 ," 1,255 "," 19,935 ", 222 , 522 ," 1,421 "," 1,341 "," 1,960 "," 1,439 "
SEN,1/6/2020,6, 870 , 0 , 4 ," 1,252 "," 20,435 ", 221 , 529 ," 1,472 "," 1,341 "," 1,999 "," 1,456 "
SEN,1/6/2020,7, 726 , 11 , 10 ," 1,430 "," 20,626 ", 219 , 541 ," 1,917 "," 1,341 "," 2,118 "," 1,438 "
SEN,1/6/2020,8, 656 , 340 , 13 ," 1,836 "," 20,612 ", 223 , 536 ," 2,140 "," 1,341 "," 2,298 "," 1,421 "
SEN,1/6/2020,9, 545 ," 2,205 ", 13 ," 1,865 "," 20,664 ", 218 , 526 ," 2,024 "," 1,341 "," 2,337 "," 1,418 "
SEN,1/6/2020,10, 684 ," 3,768 ", 12 ," 1,864 "," 20,335 ", 214 , 536 ," 2,263 "," 1,342 "," 2,342 "," 1,413 "
SEN,1/6/2020,11, 875 ," 4,225 ", 11 ," 1,865 "," 20,290 ", 211 , 538 ," 2,743 "," 1,342 "," 2,485 "," 1,387 "
SEN,1/6/2020,12," 1,130 "," 4,359 ", 11 ," 1,864 "," 20,395 ", 211 , 534 ," 2,641 "," 1,341 "," 2,572 "," 1,385 "
SEN,1/6/2020,13," 1,308 "," 4,361 ", 11 ," 1,865 "," 20,907 ", 216 , 535 ," 2,613 "," 1,341 "," 2,600 "," 1,391 "
SEN,1/6/2020,14," 1,383 "," 4,117 ", 7 ," 1,863 "," 21,258 ", 217 , 536 ," 2,892 "," 1,340 "," 2,698 "," 1,392 "
SEN,1/6/2020,15," 1,516 "," 3,915 ", 3 ," 1,863 "," 21,386 ", 221 , 537 ," 3,080 "," 1,339 "," 2,821 "," 1,432 "
SEN,1/6/2020,16," 1,465 "," 3,950 ", 3 ," 1,867 "," 21,623 ", 230 , 535 ," 3,206 "," 1,338 "," 2,854 "," 1,430 "
SEN,1/6/2020,17," 1,568 "," 3,744 ", 5 ," 1,863 "," 21,271 ", 280 , 521 ," 3,680 "," 1,337 "," 2,853 "," 1,508 "
SEN,1/6/2020,18," 2,222 "," 3,346 ", 4 ," 1,831 "," 20,961 ", 345 , 496 ," 3,227 "," 1,335 "," 2,851 "," 1,707 "
SEN,1/6/2020,19," 2,519 "," 2,831 ", 5 ," 1,816 "," 20,468 ", 347 , 494 ," 2,978 "," 1,336 "," 2,783 "," 1,722 "
SEN,1/6/2020,20," 2,358 "," 1,708 ", 8 ," 1,816 "," 20,932 ", 340 , 487 ," 3,370 "," 1,336 "," 2,711 "," 1,741 "
SEN,1/6/2020,21," 2,001 ", 236 , 8 ," 1,814 "," 21,930 ", 344 , 504 ," 5,227 "," 1,337 "," 2,799 "," 1,759 "
SEN,1/6/2020,22," 1,736 ", 1 , 7 ," 1,814 "," 22,255 ", 348 , 532 ," 6,395 "," 1,337 "," 2,833 "," 1,757 "
SEN,1/6/2020,23," 1,539 ", 0 , 6 ," 1,817 "," 22,443 ", 344 , 529 ," 6,412 "," 1,339 "," 2,557 "," 1,757 "
SEN,1/6/2020,24," 1,494 ", 0 , 8 ," 1,752 "," 22,280 ", 333 , 530 ," 5,870 "," 1,339 "," 2,284 "," 1,759 "
SEN,2/6/2020,1," 1,304 ", -   , 8 ," 1,437 "," 21,978 ", 311 , 531 ," 5,267 "," 1,339 "," 1,753 "," 1,683 "
SEN,2/6/2020,2," 1,082 ", -   , 6 ," 1,248 "," 21,755 ", 311 , 531 ," 4,705 "," 1,339 "," 1,720 "," 1,558 "
SEN,2/6/2020,3," 1,023 ", -   , 6 ," 1,244 "," 21,647 ", 312 , 531 ," 3,768 "," 1,339 "," 1,712 "," 1,535 "
SEN,2/6/2020,4, 927 , -   , 4 ," 1,252 "," 21,786 ", 311 , 533 ," 3,067 "," 1,340 "," 1,715 "," 1,532 "
SEN,2/6/2020,5, 778 , -   , 3 ," 1,259 "," 21,938 ", 309 , 533 ," 2,690 "," 1,340 "," 1,738 "," 1,414 "
SEN,2/6/2020,6, 721 , 0 , 3 ," 1,539 "," 21,842 ", 311 , 535 ," 2,425 "," 1,341 "," 1,884 "," 1,370 "
SEN,2/6/2020,7, 739 , 5 , 3 ," 1,568 "," 22,032 ", 307 , 537 ," 2,547 "," 1,341 "," 2,036 "," 1,360 "
SEN,2/6/2020,8, 692 , 361 , 3 ," 1,566 "," 22,129 ", 284 , 533 ," 2,751 "," 1,341 "," 2,179 "," 1,358 "
SEN,2/6/2020,9, 563 ," 2,193 ", 2 ," 1,629 "," 22,055 ", 250 , 530 ," 2,590 "," 1,341 "," 2,130 "," 1,366 "
SEN,2/6/2020,10, 467 ," 3,733 ", 2 ," 1,819 "," 21,493 ", 197 , 528 ," 2,893 "," 1,341 "," 2,236 "," 1,462 "
SEN,2/6/2020,11, 407 ," 4,307 ", 2 ," 1,811 "," 20,918 ", 188 , 523 ," 3,388 "," 1,341 "," 2,341 "," 1,775 "
SEN,2/6/2020,12, 428 ," 4,422 ", 2 ," 1,810 "," 20,210 ", 202 , 514 ," 4,426 "," 1,341 "," 2,320 "," 1,879 "
SEN,2/6/2020,13, 546 ," 4,393 ", 2 ," 1,815 "," 20,488 ", 217 , 483 ," 4,535 "," 1,340 "," 2,448 "," 1,911 "
SEN,2/6/2020,14, 775 ," 4,217 ", 3 ," 1,835 "," 20,806 ", 224 , 483 ," 4,563 "," 1,339 "," 2,544 "," 1,955 "
SEN,2/6/2020,15," 1,066 "," 3,953 ", 2 ," 1,657 "," 21,026 ", 228 , 481 ," 4,847 "," 1,338 "," 2,589 "," 2,035 "
SEN,2/6/2020,16," 1,207 "," 3,867 ", 2 ," 1,619 "," 21,274 ", 227 , 477 ," 4,866 "," 1,338 "," 2,627 "," 2,107 "
SEN,2/6/2020,17," 1,188 "," 3,740 ", 3 ," 1,622 "," 21,957 ", 229 , 491 ," 4,349 "," 1,337 "," 2,720 "," 2,115 "
SEN,2/6/2020,18," 1,281 "," 3,206 ", 3 ," 1,625 "," 22,374 ", 230 , 496 ," 3,902 "," 1,337 "," 2,875 "," 2,128 "
SEN,2/6/2020,19," 1,448 "," 2,737 ", 3 ," 1,623 "," 21,868 ", 236 , 497 ," 3,656 "," 1,337 "," 2,893 "," 2,137 "
SEN,2/6/2020,20," 1,867 "," 1,666 ", 2 ," 1,630 "," 21,797 ", 277 , 498 ," 3,758 "," 1,337 "," 2,902 "," 2,122 "
SEN,2/6/2020,21," 1,440 ", 324 , 3 ," 1,777 "," 22,608 ", 347 , 511 ," 5,399 "," 1,338 "," 2,902 "," 1,854 "
SEN,2/6/2020,22," 1,487 ", 4 , 3 ," 1,820 "," 23,047 ", 345 , 518 ," 6,505 "," 1,339 "," 2,892 "," 1,794 "
SEN,2/6/2020,23," 1,588 ", -   , 3 ," 1,826 "," 23,048 ", 344 , 520 ," 6,263 "," 1,339 "," 2,843 "," 1,767 "
SEN,2/6/2020,24," 1,695 ", -   , 3 ," 1,818 "," 22,830 ", 344 , 522 ," 5,424 "," 1,340 "," 2,819 "," 1,762 "
SEN,3/6/2020,1," 1,550 ", -   , 3 ," 1,819 "," 22,782 ", 343 , 525 ," 3,941 "," 1,340 "," 2,727 "," 1,724 "
SEN,3/6/2020,2," 1,293 ", -   , 2 ," 1,816 "," 22,503 ", 340 , 528 ," 3,202 "," 1,341 "," 2,482 "," 1,709 "
SEN,3/6/2020,3," 1,154 ", -   , 2 ," 1,823 "," 22,212 ", 341 , 529 ," 2,417 "," 1,342 "," 2,486 "," 1,835 "
SEN,3/6/2020,4, 949 , -   , 3 ," 1,819 "," 22,107 ", 333 , 530 ," 1,939 "," 1,342 "," 2,486 "," 1,792 "
SEN,3/6/2020,5, 712 , -   , 3 ," 1,816 "," 22,223 ", 332 , 529 ," 1,684 "," 1,342 "," 2,474 "," 1,764 "
SEN,3/6/2020,6, 674 , 0 , 3 ," 1,832 "," 22,332 ", 339 , 530 ," 1,582 "," 1,344 "," 2,474 "," 1,763 "
SEN,3/6/2020,7, 567 , 7 , 2 ," 1,823 "," 22,322 ", 341 , 526 ," 2,146 "," 1,344 "," 2,469 "," 1,762 "
SEN,3/6/2020,8, 449 , 395 , 2 ," 1,816 "," 22,497 ", 342 , 522 ," 2,253 "," 1,344 "," 2,472 "," 1,764 "
SEN,3/6/2020,9, 324 ," 2,272 ", 2 ," 1,823 "," 22,058 ", 344 , 525 ," 2,486 "," 1,343 "," 2,467 "," 1,899 "
SEN,3/6/2020,10, 245 ," 3,655 ", 3 ," 1,748 "," 21,849 ", 334 , 517 ," 3,040 "," 1,343 "," 2,328 "," 1,934 "
SEN,3/6/2020,11, 371 ," 4,154 ", 3 ," 1,772 "," 21,741 ", 331 , 515 ," 3,530 "," 1,343 "," 2,334 "," 1,932 "
SEN,3/6/2020,12, 566 ," 4,294 ", 2 ," 1,730 "," 21,976 ", 330 , 515 ," 3,638 "," 1,343 "," 2,396 "," 1,954 "
SEN,3/6/2020,13, 728 ," 4,247 ", 2 ," 1,761 "," 22,333 ", 336 , 515 ," 3,928 "," 1,342 "," 2,425 "," 1,983 "
SEN,3/6/2020,14," 1,015 "," 4,274 ", 2 ," 1,725 "," 22,216 ", 342 , 514 ," 4,006 "," 1,342 "," 2,561 "," 2,063 "
SEN,3/6/2020,15," 1,162 "," 4,179 ", 3 ," 1,820 "," 22,470 ", 343 , 512 ," 4,046 "," 1,342 "," 2,538 "," 2,062 "
SEN,3/6/2020,16," 1,380 "," 3,969 ", 2 ," 1,865 "," 22,878 ", 326 , 511 ," 4,055 "," 1,341 "," 2,552 "," 2,075 "
SEN,3/6/2020,17," 1,446 "," 3,659 ", 3 ," 1,865 "," 22,965 ", 320 , 511 ," 4,202 "," 1,340 "," 2,571 "," 2,162 "
SEN,3/6/2020,18," 1,484 "," 3,491 ", 3 ," 1,863 "," 22,940 ", 321 , 510 ," 3,957 "," 1,339 "," 2,559 "," 2,161 "
SEN,3/6/2020,19," 1,497 "," 3,025 ", 3 ," 1,865 "," 22,826 ", 321 , 509 ," 3,621 "," 1,339 "," 2,536 "," 2,147 "
SEN,3/6/2020,20," 1,423 "," 1,733 ", 3 ," 1,867 "," 22,915 ", 322 , 508 ," 4,559 "," 1,340 "," 2,539 "," 1,930 "
SEN,3/6/2020,21," 1,551 ", 342 , 3 ," 1,866 "," 23,137 ", 326 , 509 ," 6,142 "," 1,340 "," 2,498 "," 1,952 "
SEN,3/6/2020,22," 1,514 ", 5 , 3 ," 1,737 "," 23,445 ", 332 , 511 ," 7,493 "," 1,341 "," 2,549 "," 2,066 "
SEN,3/6/2020,23," 1,415 ", -   , 3 ," 1,968 "," 23,639 ", 328 , 518 ," 6,840 "," 1,341 "," 2,543 "," 2,127 "
SEN,3/6/2020,24," 1,332 ", -   , 3 ," 1,970 "," 23,668 ", 322 , 522 ," 6,264 "," 1,342 "," 2,369 "," 1,890 "
SEN,4/6/2020,1," 1,310 ", -   , 3 ," 1,300 "," 23,678 ", 322 , 524 ," 5,759 "," 1,342 "," 1,976 "," 1,786 "
SEN,4/6/2020,2," 1,355 ", -   , 2 ," 1,246 "," 23,352 ", 322 , 525 ," 4,505 "," 1,343 "," 1,933 "," 1,769 "
SEN,4/6/2020,3," 1,429 ", -   , 3 ," 1,250 "," 22,739 ", 321 , 525 ," 4,265 "," 1,343 "," 1,817 "," 1,688 "
SEN,4/6/2020,4," 1,296 ", -   , 3 ," 1,252 "," 22,281 ", 270 , 527 ," 3,977 "," 1,343 "," 1,739 "," 1,727 "
SEN,4/6/2020,5," 1,083 ", -   , 2 ," 1,250 "," 22,195 ", 269 , 528 ," 3,837 "," 1,343 "," 1,731 "," 1,743 "
SEN,4/6/2020,6, 930 , 0 , 2 ," 1,241 "," 22,204 ", 217 , 528 ," 3,848 "," 1,343 "," 1,743 "," 1,738 "
SEN,4/6/2020,7, 872 , 11 , 2 ," 1,263 "," 22,134 ", 213 , 530 ," 4,286 "," 1,343 "," 1,748 "," 1,728 "
SEN,4/6/2020,8, 753 , 409 , 3 ," 1,297 "," 22,162 ", 215 , 527 ," 4,316 "," 1,343 "," 1,758 "," 1,724 "
SEN,4/6/2020,9, 654 ," 2,501 ", 3 ," 1,377 "," 21,389 ", 216 , 522 ," 4,283 "," 1,343 "," 1,793 "," 1,947 "
SEN,4/6/2020,10, 952 ," 3,975 ", 3 ," 1,392 "," 20,986 ", 216 , 510 ," 4,368 "," 1,343 "," 1,760 "," 2,036 "
SEN,4/6/2020,11," 1,114 "," 4,328 ", 3 ," 1,413 "," 21,338 ", 215 , 511 ," 4,380 "," 1,343 "," 1,807 "," 2,099 "
SEN,4/6/2020,12," 1,579 "," 4,474 ", 2 ," 1,429 "," 21,322 ", 218 , 516 ," 4,470 "," 1,343 "," 1,892 "," 2,143 "
SEN,4/6/2020,13," 1,856 "," 4,397 ", 2 ," 1,534 "," 21,138 ", 216 , 515 ," 5,014 "," 1,342 "," 1,963 "," 2,143 "
SEN,4/6/2020,14," 2,108 "," 4,367 ", 2 ," 1,554 "," 21,363 ", 219 , 514 ," 5,091 "," 1,341 "," 1,967 "," 2,193 "
SEN,4/6/2020,15," 1,972 "," 4,301 ", 3 ," 1,550 "," 22,068 ", 207 , 509 ," 5,139 "," 1,339 "," 1,969 "," 2,160 "
SEN,4/6/2020,16," 1,938 "," 4,261 ", 3 ," 1,567 "," 22,482 ", 212 , 508 ," 5,207 "," 1,338 "," 2,013 "," 2,174 "
SEN,4/6/2020,17," 1,924 "," 4,097 ", 3 ," 1,626 "," 22,640 ", 216 , 510 ," 5,270 "," 1,337 "," 2,025 "," 2,224 "
SEN,4/6/2020,18," 2,060 "," 3,849 ", 3 ," 1,673 "," 22,436 ", 219 , 509 ," 5,268 "," 1,336 "," 2,030 "," 2,215 "
SEN,4/6/2020,19," 2,093 "," 3,106 ", 3 ," 1,737 "," 22,226 ", 228 , 518 ," 4,981 "," 1,336 "," 1,979 "," 2,040 "
SEN,4/6/2020,20," 2,061 "," 1,731 ", 3 ," 1,801 "," 22,769 ", 271 , 525 ," 5,176 "," 1,336 "," 2,037 "," 2,126 "
SEN,4/6/2020,21," 1,907 ", 314 , 3 ," 1,867 "," 23,150 ", 330 , 528 ," 6,563 "," 1,336 "," 2,198 "," 2,215 "
SEN,4/6/2020,22," 1,878 ", 2 , 3 ," 2,309 "," 23,297 ", 332 , 527 ," 7,594 "," 1,337 "," 2,436 "," 1,867 "
SEN,4/6/2020,23," 1,843 ", -   , 3 ," 2,372 "," 23,649 ", 313 , 525 ," 7,269 "," 1,337 "," 2,391 "," 1,870 "
SEN,4/6/2020,24," 1,804 ", -   , 3 ," 2,367 "," 23,931 ", 308 , 524 ," 6,284 "," 1,338 "," 2,359 "," 1,767 "
SEN,5/6/2020,1," 1,742 ", 0 , 3 ," 2,089 "," 23,461 ", 307 , 525 ," 5,098 "," 1,339 "," 2,170 "," 1,796 "
SEN,5/6/2020,2," 1,699 ", -   , 2 ," 1,873 "," 23,467 ", 303 , 527 ," 3,918 "," 1,340 "," 2,058 "," 1,803 "
SEN,5/6/2020,3," 1,522 ", -   , 3 ," 1,628 "," 23,597 ", 305 , 523 ," 3,279 "," 1,340 "," 1,912 "," 1,753 "
SEN,5/6/2020,4," 1,324 ", -   , 3 ," 1,497 "," 23,407 ", 305 , 513 ," 3,174 "," 1,341 "," 1,804 "," 1,749 "
SEN,5/6/2020,5," 1,134 ", -   , 2 ," 1,790 "," 23,162 ", 306 , 514 ," 2,629 "," 1,341 "," 1,901 "," 1,747 "
SEN,5/6/2020,6," 1,010 ", 0 , 3 ," 2,029 "," 22,901 ", 307 , 517 ," 2,338 "," 1,341 "," 2,124 "," 1,745 "
SEN,5/6/2020,7, 808 , 7 , 3 ," 1,990 "," 22,898 ", 310 , 519 ," 2,861 "," 1,341 "," 2,130 "," 1,740 "
SEN,5/6/2020,8, 664 , 403 , 3 ," 1,936 "," 23,194 ", 305 , 517 ," 2,604 "," 1,341 "," 2,040 "," 1,711 "
SEN,5/6/2020,9, 522 ," 2,317 ", 3 ," 1,826 "," 23,425 ", 206 , 515 ," 2,245 "," 1,341 "," 2,062 "," 1,788 "
SEN,5/6/2020,10, 562 ," 3,794 ", 3 ," 1,790 "," 23,135 ", 204 , 515 ," 2,416 "," 1,341 "," 2,041 "," 1,845 "
SEN,5/6/2020,11, 729 ," 4,369 ", 3 ," 1,793 "," 22,921 ", 203 , 514 ," 2,647 "," 1,340 "," 2,021 "," 1,895 "
SEN,5/6/2020,12, 952 ," 4,515 ", 2 ," 1,809 "," 22,745 ", 194 , 513 ," 3,361 "," 1,339 "," 2,035 "," 1,904 "
SEN,5/6/2020,13," 1,004 "," 4,486 ", 2 ," 1,941 "," 22,980 ", 210 , 512 ," 3,462 "," 1,338 "," 2,185 "," 1,931 "
SEN,5/6/2020,14, 890 ," 4,419 ", 2 ," 1,947 "," 23,353 ", 235 , 513 ," 3,553 "," 1,337 "," 2,309 "," 1,910 "
SEN,5/6/2020,15," 1,264 "," 4,446 ", 3 ," 1,970 "," 23,470 ", 254 , 512 ," 3,207 "," 1,336 "," 2,433 "," 1,920 "
